strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,tier,original_gate,relaxed_5pct_gate,avoided_5pct_drawdown,hard_20d_recovery,median_recovery_20d,majority_recovery_20d,original_joint,relaxed_joint
full__s50__QQQ_vol_target_12__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'all_weather_sleeve_trend_200'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.05574962477581358,0.055638622933909865,0.03870476609146203,0.9333822818870406,-0.04985924012301157,0.011878873204593935,1.1181402812852619,-0.0057966391440822905,-0.00019655416212549515,0.09665055500076747,254,254,229,0,,,0,0,0.14127147078162755,0.21025573642639048,0.05410211101807638,0.0568336160468228,0.03127836134890316,0.0,0.03677979002257725,0.0,"{""QQQ_vol_target_12"": 0.25, ""SHY"": 0.5, ""all_weather_sleeve_trend_200"": 0.25}",0.025589043537290745,-0.034561346081444344,0.003677818490408491,-0.027242193591378583,-0.04654736553742467,-0.04654736553742467,-0.02780655531260623,-0.048639234485113314,full_gfc_2007_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__sector_low_ulcer_positive_trend__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'sector_low_ulcer_positive_trend', 'all_weather_sleeve_trend_200'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05569581641181642,0.05558378042147272,0.04100328080005971,1.040974630952162,-0.045468325508119745,0.013271310172095376,1.224936607834178,-0.006210366419819157,-0.013171636425339694,0.12337783160307003,239,239,133,0,,,0,0,0.18030590019355439,0.21222051055984484,0.04589071423745983,0.06108711242715237,0.02989658346427304,0.0,0.0347025854134444,0.0,"{""SHY"": 0.5, ""all_weather_sleeve_trend_200"": 0.16666666666666666, ""credit_canary_equity_allocation"": 0.16666666666666666, ""sector_low_ulcer_positive_trend"": 0.16666666666666666}",,,0.004651688607040905,-0.02302700732438101,-0.043393951803446296,-0.04409481062618459,-0.00980325914076996,-0.030555317400562054,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05556039188811024,0.055444012986199054,0.04040478729618711,1.0381343117843849,-0.048233836461032076,0.013369467329039061,1.1518965930275369,-0.006182412390845618,-0.02416369081548153,0.10152990716961297,303,303,137,0,,,0,0,0.13681044479774315,0.22048003626281767,0.04841539626697866,0.05948134037125086,0.025920342546621455,0.0,0.03184145795105087,0.0,"{""SHY"": 0.5, ""SPY_trend_150d"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1, ""retail_all_weather_fixed"": 0.1}",,,0.011842153630622132,-0.009871152854489251,-0.03362312787783395,-0.03487856215729479,-0.017174163595102265,-0.034141700847998835,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.055459803242009054,0.05534311875840947,0.039610031228959376,1.0278682388817295,-0.038664086586994384,0.01304365389523157,1.4344009683824865,-0.006041220286928308,-0.018210528538341264,0.10763458284870886,322,322,137,0,,,0,0,0.15012322483244878,0.22107855732954904,0.04538573736327689,0.06100009759157965,0.025974120864603822,0.0,0.03494880650568111,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""all_weather_sleeve_trend_200"": 0.125, ""credit_canary_equity_allocation"": 0.125, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.125}",,,-0.004459830505540663,-0.015224931344730797,-0.032046614084334624,-0.03277925321808328,-0.022581014278765466,-0.032757658891879426,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__QQQ_vol_target_12__SPY_trend_150d__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'SPY_trend_150d', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05543169832082562,0.055311267809524445,0.04138674411603817,0.9781037304960588,-0.04594484658709541,0.01504052908023768,1.2064834783101615,-0.006355818790576534,-0.01357208373312413,0.11609984200735113,259,259,150,0,,,0,0,0.15692757388125508,0.2281762905863006,0.04152581177442283,0.06310104722271959,0.024573946477909114,0.0,0.03080056353467353,0.0,"{""QQQ_vol_target_12"": 0.1, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""SPY_trend_150d"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""credit_canary_equity_allocation"": 0.1}",,,-0.011654252097805906,-0.0216017924268751,-0.04108124530959356,-0.041828194142870756,-0.02681852231979176,-0.04005800438167173,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05536068860138266,0.05524026616794275,0.04080285592973977,1.0193455225891104,-0.0496103169655816,0.014305450493241487,1.1159108021783155,-0.006055385719253136,-0.01752556682583606,0.10080591705876363,360,360,137,0,,,0,0,0.13819437411170302,0.22817746827362628,0.04643892744183331,0.06026309545072661,0.025104313542838597,0.0,0.033283592383250404,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""cross_asset_mom_126_top3"": 0.1, ""retail_all_weather_fixed"": 0.1, ""sector_low_ulcer_positive_trend"": 0.1}",,,-0.0022175330749802935,-0.02327286292549169,-0.0480233662106474,-0.0491953341539868,-0.028838567389611658,-0.04393033371755728,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__cross_asset_mom_126_top3__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.055143286748194686,0.055023708740985056,0.04088155219146994,1.0096743198286253,-0.04633472388838278,0.014317605403907538,1.1901071619857095,-0.006209889468722812,-0.02207038536410899,0.09963406094035987,362,362,140,0,,,0,0,0.14809851524439513,0.22662439236472157,0.048933319874510106,0.05854878085071591,0.025017519176695036,0.0,0.03136825210884675,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""cross_asset_mom_126_top3"": 0.1, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1}",,,0.003933824290636823,-0.015563344710352145,-0.045292228190629946,-0.04633472388838289,-0.02273959277661952,-0.03608181843203129,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__QQQ_vol_target_12__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05507544122329966,0.05495812050345017,0.03947034364211765,1.0490197440776055,-0.04217839615843122,0.012877305966377338,1.3057737192382644,-0.0060014786622832475,-0.012241794484056712,0.09554087446926185,303,303,119,0,,,0,0,0.13913080919892154,0.22236519413226155,0.046481362576797025,0.05979665636695186,0.027670882370504746,0.0,0.03502618400300728,0.0,"{""QQQ_vol_target_12"": 0.1, ""SHY"": 0.5, ""SPY_trend_150d"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""retail_all_weather_fixed"": 0.1}",,,0.007386969553071054,-0.015166464262140189,-0.039986401234635816,-0.040654917626900766,-0.020696709165821336,-0.0412312833214068,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.054959182819154906,0.05484751662472642,0.03831060585468895,1.099480125661776,-0.04141560973470648,0.012222883118508205,1.3270161461150443,-0.00577119747588646,-0.01669708855136265,0.09732087526256739,338,338,138,0,,,0,0,0.12712887989304036,0.211670019338039,0.05151932426748029,0.05684173312930674,0.028751538740044102,0.0,0.03408764899330774,0.0,"{""SHY"": 0.5, ""all_weather_sleeve_trend_200"": 0.125, ""credit_canary_equity_allocation"": 0.125, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.125, ""retail_all_weather_fixed"": 0.125}",,,0.019477650905299848,-0.011404641781414093,-0.030668771664286276,-0.03191951001908544,-0.014882538862962646,-0.040606579653291175,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__QQQ_vol_target_12__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05485616752337896,0.054738203471724756,0.0387181500802951,1.0335500150219425,-0.04159491535919968,0.012663018927134747,1.3188190683803436,-0.005861919092798391,-0.0032261934233291933,0.10692945634705442,242,242,133,0,,,0,0,0.1575606998171588,0.2236282637905359,0.04296263791315602,0.0614059261796196,0.02936850753075526,0.0,0.03473280097812692,0.0,"{""QQQ_vol_target_12"": 0.125, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""all_weather_sleeve_trend_200"": 0.125, ""credit_canary_equity_allocation"": 0.125}",,,-0.009995170532368869,-0.022175010731409373,-0.040011783609162466,-0.04056164215210012,-0.026971663759521536,-0.041594915359199236,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__cross_asset_mom_126_top3__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05470537554519428,0.054590033725039566,0.04050058337183884,1.0449512294334065,-0.04622696732326126,0.01461148770948056,1.1834082725488833,-0.00608096075667148,-0.020919838786861544,0.09486038610468928,354,354,140,0,,,0,0,0.13966019575797162,0.21868656196436465,0.05379266456420351,0.05520395419785862,0.02762343689435287,0.0,0.03036962426551293,0.0,"{""SHY"": 0.5, ""all_weather_sleeve_trend_200"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""cross_asset_mom_126_top3"": 0.1, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1, ""retail_all_weather_fixed"": 0.1}",,,0.023135912495848343,-0.014063045233929428,-0.044197748980935314,-0.04536897597603329,-0.016596138669826566,-0.04411281441195247,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05463722001421223,0.054519231074315666,0.040042579156716586,1.0059611420852874,-0.04451028375644184,0.014380327776109897,1.2275190226417003,-0.00606242323618747,-0.0208822065519505,0.09938617433005503,310,310,151,0,,,0,0,0.13553146712595474,0.22371686853288686,0.04207792586433845,0.06155703960830827,0.02233314563420885,0.0,0.02932777688176902,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""SPY_trend_150d"": 0.125, ""credit_canary_equity_allocation"": 0.125, ""retail_all_weather_fixed"": 0.125}",,,-0.006621901481017489,-0.014566728477346413,-0.03216627948113371,-0.038659800031315306,-0.02342578032211584,-0.03763987829844895,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__cross_asset_mom_126_top3__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.054495560582694225,0.05437475144216397,0.041097977250111536,0.9954545200636106,-0.046737107341222606,0.014968093863793358,1.1660019989005306,-0.006193080456673547,-0.024168724332051084,0.0971685525411583,364,364,134,0,,,0,0,0.14934671645254285,0.22909571119490815,0.04628717917407932,0.059003621928413796,0.021145463448749346,0.0,0.03058497913685887,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""SPY_trend_150d"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""cross_asset_mom_126_top3"": 0.1, ""retail_all_weather_fixed"": 0.1}",,,0.002198450559212306,-0.014712414323524658,-0.04531641026741173,-0.04673710734122294,-0.023415882511489627,-0.039997926065529765,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05437947539011878,0.054265787604156124,0.03947386714687235,1.043199005572866,-0.04673395118267809,0.013623159751756604,1.1635967859331033,-0.005960308154318952,-0.02086431456758564,0.10297515504269428,303,303,133,0,,,0,0,0.14944013856608293,0.21561700425200245,0.044960218250321704,0.059557185675770175,0.024849900058290242,0.0,0.031415448912943233,0.0,"{""SHY"": 0.5, ""SPY_trend_150d"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""retail_all_weather_fixed"": 0.1, ""sector_low_ulcer_positive_trend"": 0.1}",,,0.007021395295057076,-0.01766923535019227,-0.038322003237946656,-0.03907097866832132,-0.014150719023398817,-0.03382011443248856,credit_2008_2021,False,True,True,False,False,False,False,True
credit__s50__credit_canary_equity_allocation__QQQ_vol_target_12__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.05435306249263627,0.05424055069823264,0.037497380118692275,1.1060142711556802,-0.04358329107629455,0.011238810602821437,1.247107805546138,-0.005573575544771755,-0.0016237225414883483,0.09243733381562502,243,243,115,0,,,0,0,0.14192792387580722,0.21339139830444956,0.049095425532601045,0.05723429426890703,0.03320947151445819,0.0,0.03869808218644466,0.0,"{""QQQ_vol_target_12"": 0.125, ""SHY"": 0.5, ""all_weather_sleeve_trend_200"": 0.125, ""credit_canary_equity_allocation"": 0.125, ""retail_all_weather_fixed"": 0.125}",,,0.013876088917700535,-0.014133526951380038,-0.038640986010560985,-0.03911829757670304,-0.01932620598533996,-0.04358329107629433,credit_2008_2021,False,True,True,False,False,False,False,True
full__s50__QQQ_vol_target_12__cross_asset_mom_126_top3__retail_all_weather_fixed__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.05427347639589564,0.05416189547913475,0.037187311056265604,0.945176510865845,-0.04865268021221092,0.01295007954445621,1.115529014211924,-0.005430272639381198,-0.01190781527215301,0.0971137072482442,322,322,138,0,,,0,0,0.12302344900943057,0.21164536115813495,0.055289142808620406,0.05360660915803317,0.024304143457747118,0.0,0.029985262518853695,0.0,"{""QQQ_vol_target_12"": 0.1, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""cross_asset_mom_126_top3"": 0.1, ""retail_all_weather_fixed"": 0.1}",0.01616646565297386,-0.04865268021221103,0.005698717514753593,-0.0207135173899341,-0.04589211784729941,-0.046692746677813646,-0.028050417466130906,-0.047262966326474753,full_gfc_2007_2021,False,True,True,False,False,False,False,True
